transaction_id,transaction_timestamp,sender_bank,receiver_bank,sender_upi,receiver_upi,amount,transaction_type,transaction_status,city,state,device_id,response_time_ms,failure_reason,load_timestamp,source_file
895da713-7fae-4f88-b9d8-ea7d8190b235,2026-06-14 06:52:07,HDFC,SBI,an****04@okhdfc,po****73@oksbi,21008.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100177,1439,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
ed4643df-05b8-408e-ad2a-878667aabebd,2026-07-06 09:48:17,AXIS,ICICI,ri****60@axis,ka****55@icici,49054.0,RECHARGE,SUCCESS,HYDERABAD,TELANGANA,DEV100047,2672,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
71e3c0a4-7d7e-47b2-97fc-85fc1ce86324,2026-06-22 06:42:22,HDFC,ICICI,ka****81@okhdfc,ra****35@icici,22107.0,P2P,SUCCESS,DELHI,DELHI,DEV100149,2298,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
07a34ab6-2ad5-4026-98f8-1ab87279b5d7,2026-07-05 15:10:07,HDFC,AXIS,sn****08@okhdfc,ro****67@axis,22465.0,P2P,SUCCESS,AHMEDABAD,GUJARAT,DEV100069,1945,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
0d98e030-6776-43eb-8ec8-395f7eaeff4d,2026-06-16 03:59:51,ICICI,SBI,ma****43@icici,ka****15@oksbi,22392.0,BILL PAYMENT,SUCCESS,INDORE,MADHYA PRADESH,DEV100045,1381,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
bc0c63d3-007f-47e3-8646-d7efd30edbd7,2026-06-20 19:36:44,HDFC,ICICI,sn****74@okhdfc,ar****07@icici,41006.0,RECHARGE,SUCCESS,DELHI,DELHI,DEV100093,1076,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
8ebfb8c6-821c-4de0-8010-b8154f884cbb,2026-06-29 01:45:25,ICICI,AXIS,ne****34@icici,di****88@axis,33018.0,P2P,SUCCESS,BANGALORE,KARNATAKA,DEV100019,1496,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
31d71609-b293-40ab-ac79-cd1516f67b43,2026-06-14 15:48:34,ICICI,AXIS,ka****52@icici,po****01@axis,10297.0,RECHARGE,SUCCESS,PUNE,MAHARASHTRA,DEV100167,639,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
e4bfcedc-b590-462d-8ad1-bf5aa8ea59a8,2026-06-27 14:12:37,SBI,HDFC,ro****82@oksbi,ni****66@okhdfc,26108.0,RECHARGE,SUCCESS,JAIPUR,RAJASTHAN,DEV100147,718,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
30032cdf-6f64-4125-b939-4c743abd7774,2026-07-09 06:27:41,ICICI,SBI,ka****90@icici,an****92@oksbi,23735.0,MERCHANT,SUCCESS,DELHI,DELHI,DEV100164,658,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
bba995d8-1817-46af-acfa-76fa9e2eaf48,2026-07-02 21:57:55,ICICI,SBI,am****96@icici,sn****34@oksbi,10034.0,MERCHANT,SUCCESS,INDORE,MADHYA PRADESH,DEV100071,2127,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
69fe9b1b-09f2-4ca1-8bde-239d6fb5aabe,2026-07-04 18:35:29,SBI,ICICI,ni****06@oksbi,ma****58@icici,46910.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100187,1252,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
e6409ff7-33b7-4bc0-b8d6-053eded4c2f9,2026-07-11 20:27:15,AXIS,SBI,ro****96@axis,ka****87@oksbi,12404.0,RECHARGE,SUCCESS,PUNE,MAHARASHTRA,DEV100062,3000,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
444cd0ac-0cdb-4335-800d-c8e940bfc8f5,2026-07-08 02:25:02,AXIS,HDFC,vi****39@axis,ar****90@okhdfc,14638.0,P2P,SUCCESS,BANGALORE,KARNATAKA,DEV100025,753,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
69012db4-289c-46fd-b25b-471d5110a6e5,2026-06-17 07:30:42,SBI,ICICI,pr****02@oksbi,ne****04@icici,46965.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100013,2385,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
4a302d7b-bf9a-441f-b5fb-3d3c31d50b07,2026-07-05 17:06:33,HDFC,AXIS,sn****04@okhdfc,ka****51@axis,10724.0,P2P,SUCCESS,BANGALORE,KARNATAKA,DEV100015,2131,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
9f058f7d-39ca-4236-ab24-04c9ea0deeb1,2026-06-25 19:32:45,HDFC,SBI,ha****41@okhdfc,ri****04@oksbi,35943.0,MERCHANT,SUCCESS,DELHI,DELHI,DEV100119,2443,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
60bd73cb-704b-4b00-b57a-b3914e6a0fcf,2026-06-28 20:15:57,ICICI,SBI,ka****20@icici,an****01@oksbi,48279.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100174,1044,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
b3f62459-7312-449e-9160-b0a27218b06b,2026-07-07 13:10:54,ICICI,SBI,po****42@icici,an****39@oksbi,41035.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100039,1296,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
127f737d-215e-4d19-945b-dd0f937ae096,2026-07-03 09:20:26,AXIS,ICICI,ka****46@axis,sn****90@icici,7195.0,P2P,SUCCESS,AHMEDABAD,GUJARAT,DEV100050,1928,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
e94e98c5-b9bc-4fc1-8e8d-35b83168c4ea,2026-06-26 08:46:59,AXIS,SBI,si****67@axis,ka****56@oksbi,1428.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100050,859,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
431083fb-85eb-4502-ae3a-af3ee64aaa10,2026-07-03 17:44:08,ICICI,HDFC,an****72@icici,ma****25@okhdfc,20240.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100035,220,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
a17e4848-1a3b-4a58-992e-b587c700ffd3,2026-07-05 18:25:28,AXIS,ICICI,pr****89@axis,an****60@icici,42969.0,P2P,SUCCESS,JAIPUR,RAJASTHAN,DEV100071,2614,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
719e3513-6242-4dda-acfc-27271f585b5f,2026-06-17 13:28:47,AXIS,ICICI,ni****48@axis,di****91@icici,12174.0,BILL PAYMENT,SUCCESS,AHMEDABAD,GUJARAT,DEV100108,2110,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
31722cde-a72c-4c1d-a361-705fcf28310e,2026-06-17 07:02:31,ICICI,SBI,pr****58@icici,ha****76@oksbi,37953.0,RECHARGE,SUCCESS,JAIPUR,RAJASTHAN,DEV100131,1548,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
eb47f58d-b2a9-4f7b-a6e3-35aa66c7b95e,2026-06-14 22:39:52,AXIS,HDFC,an****99@axis,ka****20@okhdfc,34218.0,P2P,SUCCESS,PUNE,MAHARASHTRA,DEV100134,851,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
ff44c696-d788-40a4-9abb-139f2a9738ad,2026-07-03 10:54:05,SBI,AXIS,ka****53@oksbi,ra****55@axis,12071.0,RECHARGE,SUCCESS,JAIPUR,RAJASTHAN,DEV100035,146,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
05ea02b7-0b7f-4ed2-9432-11f1afa06401,2026-07-05 17:04:43,HDFC,ICICI,ne****00@okhdfc,ka****87@icici,41748.0,P2P,SUCCESS,BANGALORE,KARNATAKA,DEV100181,1995,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
89a7bd4a-52e0-4fcc-b03b-bf0b65a034e2,2026-07-12 08:31:57,ICICI,AXIS,ri****60@icici,ni****06@axis,35455.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100079,1698,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
5981201f-d1bd-4db2-8aba-8844f046ac33,2026-07-11 08:59:57,HDFC,ICICI,ha****40@okhdfc,ka****17@icici,38374.0,RECHARGE,SUCCESS,MUMBAI,MAHARASHTRA,DEV100103,1655,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
98e97a2b-7dcf-48f2-85d0-698f27dea325,2026-06-14 04:15:00,HDFC,ICICI,si****64@okhdfc,vi****33@icici,18665.0,P2P,SUCCESS,HYDERABAD,TELANGANA,DEV100075,1252,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
997a8863-2645-44dd-8b7a-22c8b7a7d75e,2026-07-12 00:23:42,AXIS,HDFC,an****09@axis,di****71@okhdfc,20357.0,MERCHANT,SUCCESS,JAIPUR,RAJASTHAN,DEV100085,2762,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
dd8f4750-ba75-43aa-af34-f1ceafdbaa7d,2026-06-29 14:45:24,HDFC,SBI,pr****65@okhdfc,ni****28@oksbi,33874.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100141,1421,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv
