order_id,customer_id,order_date,status,region_code
198,65.0,2026-02-28 15:07:32,SHIPPED,EAST
199,159.0,2025-04-03 00:15:19,PLACED,SOUTH
200,392.0,2024-08-21 13:51:49,RETURNED,SOUTH
201,146.0,2026-05-02 00:21:11,SHIPPED,NORTH
202,473.0,2024-08-25 20:17:51,SHIPPED,SOUTH
203,308.0,2024-12-20 12:21:05,PLACED,SOUTH
204,211.0,2024-09-19 05:12:25,SHIPPED,WEST
205,437.0,2025-10-27 13:22:43,CANCELLED,NORTH
206,349.0,2024-10-18 12:29:09,SHIPPED,SOUTH
207,142.0,2026-06-19 02:36:10,CANCELLED,SOUTH
208,322.0,2024-12-14 09:59:40,DELIVERED,NORTH
209,357.0,2025-01-29 22:45:38,SHIPPED,NORTH
210,68.0,2025-02-11 20:53:37,PLACED,WEST
211,404.0,2026-05-29 00:00:41,RETURNED,SOUTH
212,460.0,2024-10-29 12:20:26,CANCELLED,NORTH
213,46.0,2026-06-09 00:33:20,RETURNED,WEST
214,151.0,2026-02-22 19:36:07,PLACED,SOUTH
215,466.0,2025-09-05 14:11:44,DELIVERED,NORTH
216,424.0,2026-01-12 00:00:00,RETURNED,SOUTH
217,495.0,2024-12-25 10:09:14,SHIPPED,SOUTH
218,454.0,2026-03-19 17:12:25,PLACED,EAST
219,375.0,2025-10-18 00:34:46,PLACED,EAST
220,20.0,2025-05-30 04:50:02,CANCELLED,SOUTH
221,339.0,2024-12-13 00:39:57,CANCELLED,WEST
222,239.0,2026-06-18 04:49:22,RETURNED,EAST
223,204.0,2026-04-08 06:16:21,SHIPPED,EAST
224,179.0,2024-12-05 03:08:36,PLACED,NORTH
225,229.0,2026-05-15 18:33:24,CANCELLED,NORTH
226,141.0,2025-04-09 12:23:20,RETURNED,NORTH
227,246.0,2025-02-05 00:30:23,RETURNED,EAST
228,67.0,2026-04-30 20:54:12,PLACED,EAST
229,57.0,2025-01-05 03:30:47,PLACED,NORTH
230,166.0,2025-12-21 12:23:10,SHIPPED,SOUTH
231,14.0,2024-09-29 08:59:45,PLACED,WEST
232,351.0,2026-06-14 06:00:56,SHIPPED,EAST
233,212.0,2025-07-01 12:49:25,RETURNED,WEST
234,469.0,2024-09-08 07:03:25,CANCELLED,WEST
235,178.0,2025-04-14 16:56:53,SHIPPED,SOUTH
236,162.0,2024-08-02 13:29:48,RETURNED,NORTH
237,229.0,2026-06-12 20:39:46,CANCELLED,EAST
238,233.0,2026-06-05 15:17:19,RETURNED,NORTH
239,328.0,2024-12-20 03:38:36,DELIVERED,NORTH
240,389.0,2026-04-26 00:00:00,RETURNED,SOUTH
241,294.0,2025-04-11 15:41:41,RETURNED,EAST
242,219.0,2025-01-12 16:23:57,CANCELLED,EAST
243,137.0,2025-11-17 23:49:24,RETURNED,WEST
244,178.0,2025-01-08 12:49:12,RETURNED,WEST
245,247.0,2025-03-24 08:47:06,SHIPPED,WEST
246,119.0,2024-12-16 16:52:25,SHIPPED,EAST
247,355.0,2024-07-18 08:27:22,PLACED,EAST
248,452.0,2025-04-07 19:28:02,DELIVERED,NORTH
249,401.0,2025-11-26 15:35:55,RETURNED,WEST
250,472.0,2026-03-17 06:14:11,PLACED,EAST
251,UNKNOWN,2025-11-26 03:54:28,CANCELLED,WEST
252,420.0,2025-07-09 15:11:32,DELIVERED,SOUTH
253,500.0,2025-02-15 14:32:13,SHIPPED,NORTH
254,67.0,2024-08-12 00:09:26,RETURNED,SOUTH
255,168.0,2025-05-25 15:23:27,CANCELLED,NORTH
256,211.0,2026-02-08 22:38:21,CANCELLED,EAST
257,110.0,2026-04-13 08:34:26,PLACED,SOUTH
258,UNKNOWN,2025-01-27 15:56:27,CANCELLED,NORTH
259,221.0,2026-03-12 18:49:17,DELIVERED,SOUTH
260,215.0,2025-06-12 15:28:21,SHIPPED,EAST
261,436.0,2025-05-29 19:35:05,SHIPPED,NORTH
262,116.0,2026-02-26 02:26:50,PLACED,WEST
263,289.0,2026-02-16 16:21:13,DELIVERED,NORTH
264,334.0,2025-11-19 07:27:56,RETURNED,NORTH
265,138.0,2024-12-03 04:28:58,CANCELLED,WEST
266,58.0,2026-05-21 03:43:17,SHIPPED,NORTH
267,7.0,2024-09-20 15:24:16,PLACED,NORTH
268,366.0,2024-12-13 13:46:43,DELIVERED,NORTH
269,240.0,2026-03-21 13:13:36,CANCELLED,EAST
270,291.0,2024-12-09 02:32:52,SHIPPED,SOUTH
271,455.0,2025-02-05 13:13:44,SHIPPED,WEST
272,357.0,2025-09-11 12:38:04,PLACED,EAST
273,453.0,2024-08-16 17:01:42,RETURNED,WEST
274,469.0,2024-09-21 16:15:34,SHIPPED,WEST
275,461.0,2026-07-09 11:17:26,PLACED,NORTH
276,253.0,2025-08-19 05:52:57,CANCELLED,SOUTH
277,148.0,2025-03-20 02:46:16,SHIPPED,EAST
278,83.0,2024-08-11 18:11:06,DELIVERED,NORTH
279,221.0,2024-09-27 21:52:51,SHIPPED,NORTH
280,397.0,2025-02-17 12:11:23,PLACED,EAST
281,188.0,2024-07-30 06:26:33,CANCELLED,NORTH
282,466.0,2025-01-12 23:43:33,DELIVERED,NORTH
283,112.0,2025-03-08 20:13:05,DELIVERED,WEST
284,UNKNOWN,2024-12-19 07:01:33,PLACED,NORTH
285,232.0,2026-04-26 16:20:58,PLACED,NORTH
286,207.0,2024-12-17 00:00:00,SHIPPED,NORTH
287,UNKNOWN,2025-12-19 04:40:39,RETURNED,SOUTH
288,137.0,2025-02-16 13:24:58,DELIVERED,SOUTH
289,278.0,2026-02-19 15:15:49,SHIPPED,NORTH
290,224.0,2025-09-14 00:00:00,SHIPPED,SOUTH
291,380.0,2025-01-07 19:40:15,SHIPPED,NORTH
292,109.0,2026-06-30 02:51:39,SHIPPED,SOUTH
293,94.0,2026-02-28 08:49:04,DELIVERED,WEST
294,221.0,2025-10-06 01:20:52,PLACED,NORTH
295,268.0,2026-06-05 05:17:10,DELIVERED,WEST
296,406.0,2025-03-16 02:27:01,SHIPPED,EAST
297,186.0,2026-02-02 08:22:59,PLACED,WEST
298,2.0,2025-01-11 04:15:25,RETURNED,WEST
299,36.0,2026-04-22 23:51:03,CANCELLED,EAST
300,491.0,2025-03-08 23:22:00,SHIPPED,WEST
301,86.0,2024-09-08 05:59:00,DELIVERED,NORTH
302,290.0,2025-04-29 17:08:52,RETURNED,SOUTH
303,425.0,2025-12-06 21:22:22,SHIPPED,NORTH
304,377.0,2025-11-01 21:57:17,PLACED,NORTH
305,402.0,2025-12-07 03:57:11,DELIVERED,NORTH
306,65.0,2025-07-08 15:23:24,PLACED,WEST
307,UNKNOWN,2026-04-28 06:03:51,PLACED,NORTH
308,363.0,2024-11-13 17:52:21,SHIPPED,NORTH
309,285.0,2025-09-17 13:32:54,CANCELLED,SOUTH
310,342.0,2025-01-22 10:15:41,PLACED,WEST
311,131.0,2025-05-06 00:26:47,CANCELLED,NORTH
312,334.0,2024-10-27 17:36:50,CANCELLED,NORTH
313,232.0,2025-01-25 21:43:53,DELIVERED,EAST
314,250.0,2025-11-02 20:58:53,RETURNED,EAST
315,179.0,2024-11-10 01:46:13,SHIPPED,WEST
316,380.0,2025-02-16 02:33:58,CANCELLED,EAST
317,155.0,2024-11-23 17:46:45,PLACED,EAST
318,324.0,2026-05-31 22:20:09,PLACED,SOUTH
319,441.0,2026-04-15 15:26:44,DELIVERED,NORTH
320,277.0,2026-07-08 21:46:06,PLACED,WEST
321,384.0,2024-09-29 11:27:32,PLACED,SOUTH
322,355.0,2024-08-13 08:45:05,RETURNED,WEST
323,11.0,2025-12-05 02:58:20,SHIPPED,WEST
324,287.0,2026-02-20 16:18:16,DELIVERED,SOUTH
325,175.0,2025-06-02 11:37:36,DELIVERED,WEST
326,87.0,2026-02-22 16:40:51,RETURNED,WEST
327,374.0,2025-06-21 04:29:06,CANCELLED,EAST
328,23.0,2025-08-15 07:12:01,DELIVERED,SOUTH
329,491.0,2025-02-13 08:40:20,PLACED,EAST
330,160.0,2025-03-15 21:02:13,SHIPPED,WEST
331,UNKNOWN,2026-05-25 21:00:02,RETURNED,SOUTH
332,332.0,2024-10-26 15:30:13,RETURNED,WEST
333,115.0,2025-09-01 22:46:57,CANCELLED,NORTH
334,62.0,2026-03-18 18:39:57,SHIPPED,SOUTH
335,105.0,2024-09-15 14:06:15,CANCELLED,SOUTH
336,160.0,2026-03-22 19:25:05,DELIVERED,WEST
337,445.0,2025-02-16 22:45:47,PLACED,EAST
338,105.0,2026-02-17 20:48:11,DELIVERED,EAST
339,93.0,2025-02-24 05:22:28,PLACED,NORTH
340,138.0,2025-01-18 21:09:49,SHIPPED,SOUTH
341,472.0,2025-12-27 12:47:10,RETURNED,SOUTH
342,180.0,2026-06-22 16:49:02,RETURNED,SOUTH
343,175.0,2025-02-11 22:52:14,DELIVERED,NORTH
344,479.0,2026-04-14 02:30:19,DELIVERED,EAST
345,334.0,2025-09-17 10:13:57,DELIVERED,WEST
346,342.0,2024-09-28 16:36:38,RETURNED,SOUTH
347,76.0,2025-05-08 02:20:35,PLACED,EAST
348,220.0,2025-04-17 03:26:28,CANCELLED,WEST
349,UNKNOWN,2025-05-11 00:00:00,SHIPPED,EAST
350,UNKNOWN,2025-04-23 22:04:52,DELIVERED,NORTH
351,488.0,2024-10-16 06:40:59,SHIPPED,SOUTH
352,UNKNOWN,2024-10-04 15:54:19,SHIPPED,WEST
353,228.0,2024-08-11 02:48:24,CANCELLED,NORTH
354,327.0,2025-09-06 06:57:18,CANCELLED,EAST
355,486.0,2025-09-10 19:09:18,RETURNED,WEST
356,188.0,2025-08-07 14:30:51,DELIVERED,EAST
357,123.0,2026-05-01 04:44:18,PLACED,WEST
358,77.0,2026-04-09 08:30:12,PLACED,WEST
359,382.0,2024-12-02 00:00:00,RETURNED,NORTH
360,53.0,2024-11-17 20:04:46,PLACED,WEST
361,78.0,2025-04-24 22:55:08,PLACED,WEST
362,126.0,2025-04-26 08:28:48,PLACED,WEST
363,485.0,2025-11-16 08:05:01,PLACED,NORTH
364,495.0,2025-12-21 23:47:27,RETURNED,SOUTH
365,125.0,2025-08-23 10:30:11,SHIPPED,SOUTH
366,397.0,2024-10-06 07:35:32,DELIVERED,WEST
367,132.0,2026-01-13 11:48:38,CANCELLED,WEST
368,473.0,2026-05-18 06:52:35,DELIVERED,NORTH
369,418.0,2025-08-05 07:14:03,SHIPPED,WEST
370,137.0,2024-08-18 13:27:11,PLACED,NORTH
371,454.0,2026-05-29 11:03:56,RETURNED,SOUTH
372,353.0,2026-07-10 07:41:08,CANCELLED,EAST
373,451.0,2025-03-11 02:32:57,RETURNED,WEST
374,264.0,2025-07-21 22:02:20,DELIVERED,WEST
375,191.0,2025-09-06 08:27:00,CANCELLED,WEST
376,69.0,2024-11-01 18:28:20,SHIPPED,WEST
377,46.0,2024-09-01 17:30:58,SHIPPED,WEST
378,237.0,2026-06-22 11:56:19,DELIVERED,EAST
379,367.0,2026-04-02 09:49:48,SHIPPED,EAST
380,181.0,2025-07-26 06:42:36,RETURNED,NORTH
381,255.0,2026-04-11 12:47:09,PLACED,NORTH
382,445.0,2024-09-14 16:06:08,PLACED,SOUTH
383,366.0,2025-11-04 02:53:28,DELIVERED,SOUTH
384,432.0,2026-05-01 09:58:07,SHIPPED,NORTH
385,192.0,2026-01-18 12:03:17,DELIVERED,EAST
386,435.0,2026-02-24 03:57:32,RETURNED,SOUTH
387,85.0,2025-02-02 09:22:10,PLACED,WEST
388,121.0,2025-08-08 16:15:41,RETURNED,EAST
389,346.0,2025-09-21 02:02:32,CANCELLED,SOUTH
390,254.0,2024-12-21 22:44:40,SHIPPED,WEST
391,392.0,2024-08-22 18:24:57,RETURNED,EAST
392,63.0,2024-09-01 10:54:05,CANCELLED,NORTH
393,43.0,2024-07-11 23:45:50,RETURNED,NORTH
394,256.0,2025-09-02 16:10:53,CANCELLED,EAST
395,127.0,2025-09-09 08:13:43,PLACED,NORTH
396,451.0,2025-05-28 14:57:29,PLACED,NORTH
397,52.0,2026-01-03 23:52:58,DELIVERED,EAST
398,36.0,2025-12-28 00:00:00,RETURNED,SOUTH
399,233.0,2024-11-09 03:25:12,DELIVERED,WEST
400,64.0,2024-08-19 08:11:35,PLACED,EAST
401,241.0,2025-09-03 12:23:39,RETURNED,SOUTH
402,110.0,2025-07-12 10:16:06,DELIVERED,EAST
403,154.0,2024-12-24 09:10:14,RETURNED,WEST
404,119.0,2024-10-19 01:34:20,RETURNED,NORTH
405,UNKNOWN,2024-12-26 09:41:01,SHIPPED,WEST
406,99.0,2024-12-10 19:08:30,PLACED,WEST
407,43.0,2025-06-09 21:53:13,CANCELLED,SOUTH
408,426.0,2024-08-19 17:39:27,SHIPPED,WEST
409,474.0,2025-01-05 04:03:01,CANCELLED,EAST
410,137.0,2024-09-29 16:10:12,PLACED,SOUTH
411,177.0,2025-12-02 17:05:00,RETURNED,EAST
412,489.0,2025-10-10 14:11:34,CANCELLED,WEST
413,UNKNOWN,2025-01-17 15:52:21,PLACED,WEST
414,481.0,2025-07-13 10:01:22,PLACED,NORTH
415,494.0,2024-11-03 21:39:18,CANCELLED,SOUTH
416,141.0,2025-09-04 19:52:14,SHIPPED,NORTH
417,146.0,2025-03-18 00:38:42,DELIVERED,WEST
418,306.0,2026-06-25 09:57:48,SHIPPED,WEST
419,278.0,2024-10-26 17:04:38,CANCELLED,SOUTH
420,286.0,2026-02-11 07:54:22,CANCELLED,SOUTH
421,155.0,2026-06-19 02:08:26,RETURNED,EAST
422,65.0,2025-06-10 01:20:46,SHIPPED,SOUTH
423,330.0,2025-12-18 09:21:09,RETURNED,NORTH
424,370.0,2026-03-07 08:32:29,RETURNED,WEST
425,18.0,2026-01-09 00:09:27,DELIVERED,NORTH
426,97.0,2025-10-04 23:13:30,DELIVERED,EAST
427,191.0,2024-11-11 04:21:26,SHIPPED,NORTH
428,381.0,2025-07-22 08:36:06,RETURNED,WEST
429,356.0,2025-02-16 02:24:28,DELIVERED,EAST
430,213.0,2025-07-23 09:41:10,RETURNED,SOUTH
431,237.0,2025-09-28 12:04:31,CANCELLED,SOUTH
432,UNKNOWN,2025-05-10 00:08:47,RETURNED,SOUTH
433,336.0,2025-11-25 18:45:30,DELIVERED,NORTH
434,209.0,2026-04-03 16:51:39,RETURNED,SOUTH
435,230.0,2026-03-03 06:56:24,DELIVERED,SOUTH
436,315.0,2025-07-13 07:36:31,SHIPPED,WEST
437,UNKNOWN,2024-10-24 19:49:36,RETURNED,NORTH
438,124.0,2025-10-27 03:18:07,SHIPPED,SOUTH
439,283.0,2025-10-07 19:03:03,SHIPPED,SOUTH
440,65.0,2026-03-24 02:40:32,PLACED,EAST
441,282.0,2024-09-21 15:01:22,DELIVERED,SOUTH
442,467.0,2024-07-12 21:20:06,SHIPPED,WEST
443,359.0,2026-06-18 00:13:06,PLACED,WEST
444,452.0,2026-04-01 17:45:52,SHIPPED,SOUTH
445,272.0,2026-01-18 23:13:08,RETURNED,NORTH
446,200.0,2025-12-22 00:30:57,PLACED,EAST
447,331.0,2025-01-06 21:29:38,PLACED,EAST
448,210.0,2026-02-07 16:31:13,PLACED,SOUTH
449,368.0,2026-01-17 05:58:21,CANCELLED,EAST
450,395.0,2025-05-13 14:39:22,CANCELLED,NORTH
451,58.0,2025-11-21 07:04:47,CANCELLED,WEST
452,134.0,2025-11-24 00:00:00,RETURNED,SOUTH
453,431.0,2024-07-26 17:35:08,CANCELLED,NORTH
454,454.0,2024-12-17 12:47:40,DELIVERED,EAST
455,348.0,2026-04-03 20:17:06,RETURNED,NORTH
456,221.0,2025-01-08 06:02:41,SHIPPED,WEST
457,154.0,2026-03-25 00:02:43,CANCELLED,WEST
458,287.0,2024-09-21 07:57:24,RETURNED,SOUTH
459,88.0,2025-12-31 23:20:25,DELIVERED,NORTH
