transaction_id,transaction_timestamp,sender_bank,receiver_bank,sender_upi,receiver_upi,amount,transaction_type,transaction_status,city,state,device_id,response_time_ms,failure_reason,load_timestamp,source_file,fraud_reason
54423c77-69a1-49dc-92ff-b9969e46b1dd,2026-07-11 04:59:20,AXIS,ICICI,an****10@axis,ha****03@icici,48898.0,BILL PAYMENT,SUCCESS,PUNE,MAHARASHTRA,DEV100009,2548,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
94896f95-0da7-4d6f-aa92-e43df9f17b9a,2026-07-03 08:47:11,AXIS,HDFC,ha****43@axis,ro****15@okhdfc,48493.0,P2P,SUCCESS,JAIPUR,RAJASTHAN,DEV100192,2908,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
311a4c7c-3b70-4d2d-bea0-1ee7d9b20468,2026-07-02 00:33:50,SBI,HDFC,vi****67@oksbi,am****92@okhdfc,48266.0,MERCHANT,SUCCESS,JAIPUR,RAJASTHAN,DEV100087,2483,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
42a44265-e52d-406c-b8f7-de8a0852a0bd,2026-06-17 03:05:18,AXIS,SBI,ri****98@axis,ni****74@oksbi,48563.0,MERCHANT,SUCCESS,DELHI,DELHI,DEV100162,467,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
0b97872e-1271-43b0-8b95-5d2cf2ba69b6,2026-06-13 13:52:18,HDFC,SBI,pr****63@okhdfc,ni****00@oksbi,48583.0,P2P,SUCCESS,HYDERABAD,TELANGANA,DEV100178,2614,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
87ceb43c-aca2-4d1d-9b9b-4bd552b1bb90,2026-07-03 01:02:22,HDFC,ICICI,ma****72@okhdfc,po****94@icici,48860.0,RECHARGE,FAILED,MUMBAI,MAHARASHTRA,DEV100166,415,Invalid UPI,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
f0b402b3-05f7-44b1-a4d6-db07f07ae422,2026-06-27 19:33:54,HDFC,SBI,di****88@okhdfc,ka****07@oksbi,49038.0,P2P,SUCCESS,PUNE,MAHARASHTRA,DEV100103,1652,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
8ee4300b-4c99-493f-a3e4-6b6de4ce6cc6,2026-06-17 14:26:53,ICICI,HDFC,ka****11@icici,ka****15@okhdfc,49453.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100082,978,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
ea514de9-944a-4bb8-9a44-558476ce3d5e,2026-07-11 14:11:55,AXIS,ICICI,di****53@axis,an****86@icici,48090.0,RECHARGE,SUCCESS,HYDERABAD,TELANGANA,DEV100089,114,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
6b575ded-61fe-4d33-8760-21666e3976d9,2026-07-08 19:34:57,SBI,ICICI,pr****77@oksbi,ra****60@icici,48158.0,P2P,SUCCESS,JAIPUR,RAJASTHAN,DEV100010,684,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
84ca05ad-dcd5-4049-847a-ea25bfb73b5f,2026-07-10 23:34:45,HDFC,AXIS,ma****46@okhdfc,an****82@axis,48192.0,P2P,SUCCESS,AHMEDABAD,GUJARAT,DEV100124,1784,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
b415b1cd-0c39-45e2-a519-9a0afbdb4c0c,2026-07-09 06:12:57,SBI,AXIS,pr****43@oksbi,sn****05@axis,49037.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100083,2741,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
a14aa61f-ab6e-4b5d-acf8-e8a35607514a,2026-06-21 11:04:55,AXIS,ICICI,ka****83@axis,ne****88@icici,48637.0,RECHARGE,SUCCESS,MUMBAI,MAHARASHTRA,DEV100196,1505,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
88570c13-22e3-4a7f-b877-407343fbdddd,2026-06-14 21:52:30,SBI,ICICI,ma****53@oksbi,am****25@icici,48271.0,BILL PAYMENT,SUCCESS,HYDERABAD,TELANGANA,DEV100099,206,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
c5e848e7-b268-4e6f-8bfb-d7c1065d3324,2026-07-08 03:01:19,SBI,ICICI,si****61@oksbi,an****10@icici,49292.0,MERCHANT,SUCCESS,BANGALORE,KARNATAKA,DEV100140,720,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
5c3f3f7e-c175-4429-99e6-b1e894d65cb1,2026-06-27 14:28:57,AXIS,ICICI,pr****84@axis,ka****28@icici,49853.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100185,1577,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
af4d8a30-b35e-4716-b77d-07dae254aaa7,2026-07-05 23:05:07,ICICI,HDFC,vi****18@icici,ka****23@okhdfc,49104.0,RECHARGE,SUCCESS,DELHI,DELHI,DEV100191,995,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
d59774f6-ccde-4a64-a9d1-e4b9f8cfafe1,2026-06-23 07:22:46,HDFC,SBI,ma****86@okhdfc,ma****24@oksbi,48600.0,P2P,SUCCESS,BANGALORE,KARNATAKA,DEV100168,625,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
cc9ef44b-5e6b-4723-917d-c1572baf7f0e,2026-06-26 03:26:00,AXIS,SBI,ka****03@axis,ma****34@oksbi,48209.0,BILL PAYMENT,SUCCESS,INDORE,MADHYA PRADESH,DEV100053,1369,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
81af27be-5f9d-471d-b6ed-365b11545483,2026-07-05 17:44:19,SBI,ICICI,pr****95@oksbi,di****67@icici,49607.0,P2P,SUCCESS,DELHI,DELHI,DEV100029,2442,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
95e0345c-90a3-4914-a36d-58db733f73eb,2026-06-26 05:03:53,HDFC,SBI,vi****10@okhdfc,ro****17@oksbi,48807.0,P2P,SUCCESS,INDORE,MADHYA PRADESH,DEV100163,338,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
6880ec2e-ad5c-4762-8851-6268687b0997,2026-07-03 12:37:36,HDFC,SBI,ha****83@okhdfc,ka****44@oksbi,48653.0,BILL PAYMENT,SUCCESS,MUMBAI,MAHARASHTRA,DEV100041,136,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
6d0b303b-b202-4e03-b000-5755f054ed5c,2026-07-07 14:57:55,ICICI,AXIS,pr****36@icici,vi****03@axis,49062.0,BILL PAYMENT,SUCCESS,AHMEDABAD,GUJARAT,DEV100013,757,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
5bd4317f-798c-4fb7-9edc-fc46227f49bc,2026-07-08 15:29:51,HDFC,AXIS,am****69@okhdfc,sn****49@axis,48230.0,P2P,SUCCESS,PUNE,MAHARASHTRA,DEV100069,1448,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
9ece1416-43f5-4c4e-9e62-6a61608daddd,2026-07-04 18:09:21,ICICI,AXIS,ra****45@icici,ri****54@axis,48884.0,P2P,SUCCESS,HYDERABAD,TELANGANA,DEV100113,1706,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
811a83cf-e12b-46e7-8ba0-aff80665631f,2026-06-20 23:25:16,AXIS,SBI,ro****62@axis,ka****72@oksbi,48363.0,RECHARGE,SUCCESS,MUMBAI,MAHARASHTRA,DEV100137,1520,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
726a99ab-14fa-492d-b60b-098c94c7e150,2026-06-16 22:48:53,AXIS,SBI,ne****70@axis,ri****70@oksbi,48299.0,P2P,SUCCESS,HYDERABAD,TELANGANA,DEV100127,138,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
89070d54-4696-4ea7-aa93-03a754eed7db,2026-06-21 14:49:31,HDFC,ICICI,ka****83@okhdfc,pr****75@icici,48036.0,P2P,SUCCESS,PUNE,MAHARASHTRA,DEV100109,133,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
32eb6b1c-0ce6-4c10-b3dd-15b60a20f60c,2026-07-05 20:28:38,SBI,AXIS,ra****06@oksbi,ni****84@axis,48810.0,P2P,SUCCESS,MUMBAI,MAHARASHTRA,DEV100161,216,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
3e222f1c-7deb-4341-9fe0-6947d3e0bab7,2026-07-05 11:06:54,AXIS,SBI,ni****26@axis,po****98@oksbi,49763.0,RECHARGE,SUCCESS,PUNE,MAHARASHTRA,DEV100157,1179,,2026-07-12 18:25:28.953779,dbfs:/Volumes/dbacademy/default/myvolume/Project%20Sentinel/upi_transactions.csv,High Value Transaction
